,price,polarity score,negative score,neutral score,positive score
2021-01-28,0.014615200230760905,0.07521386593204764,0.03839210284664832,0.8809559228650137,0.08065013774104678
2021-01-29,0.05081569023971918,0.0661341103640645,0.05716531933468595,0.852052937108146,0.09078237848501751
2021-01-30,0.03327263831056906,0.05115249822999838,0.08406399817942733,0.8091097400627144,0.1068008748862149
2021-01-31,0.03133950147507924,0.12023353216185668,0.0672804288247622,0.8111869256811204,0.12153312913106519
2021-02-01,0.03855425746140787,0.16147770239710574,0.058376978742650416,0.8146472184531918,0.12697376752600623
2021-02-02,0.03232141938298225,0.15151754611754636,0.06216108966108965,0.8091795366795386,0.1286589446589449
2021-02-03,0.03277207032727035,0.15954889502762443,0.0576858721389108,0.8166041831097082,0.1257079715864245
2021-02-04,0.045836032556882615,0.03930194174757282,0.09666019417475728,0.7881553398058254,0.11519417475728155
2021-02-05,0.0466136608927627,0.3370860674157304,0.04757528089887641,0.7964247191011238,0.15597528089887625
2021-02-06,0.04979249032268565,0.2637535211267605,0.04375352112676057,0.8164859154929573,0.13975
2021-02-07,0.06328071527128508,0.17453808789514272,0.061230531996915936,0.8117810331534311,0.12697764070932926
2021-02-08,0.07549238673394533,0.17008482188425014,0.056133918546493904,0.808152699806061,0.13571501480044953
2021-02-09,0.07669868657643945,0.17009430184804836,0.06020965092402469,0.7952477412730993,0.14454558521560604
2021-02-10,0.07242109837282805,0.19499082895143893,0.05164986081039291,0.8009938137952347,0.14735013918960743
2021-02-11,0.07201289231499995,0.18138615032430355,0.05925791682563922,0.7942483784814954,0.14649351392598237
2021-02-12,0.06734898194183915,0.17099022907900924,0.062361383824217013,0.7895345176873925,0.148108617734144
2021-02-13,0.06869880563716015,0.19951167990585414,0.05173874669020298,0.7984374816122397,0.14982406590173594
2021-02-14,0.06250382845929096,0.16157164826498457,0.060688485804416395,0.8016691640378538,0.13763742113564648
2021-02-15,0.05764495971345713,0.11933272774800678,0.06886027970199964,0.8057593778591038,0.1253791661220756
2021-02-16,0.05672882417540775,0.14747091334894624,0.056410304449648715,0.8161489461358308,0.12744028103044489
2021-02-17,0.05288926322473562,0.15144263240692182,0.07349239643418981,0.7897388568432091,0.1367718930256947
2021-02-18,0.05341140393552261,0.16270635666584204,0.058808063319317185,0.7979102151867417,0.14328097947069018
2021-02-19,0.05641271072205809,0.16506624575036435,0.052581835842642005,0.8098042739193787,0.1376017484215639
2021-02-20,0.056086752861377896,0.18526766497461936,0.05399796954314718,0.7985157360406093,0.14748071065989823
2021-02-21,0.055626080118323144,0.18390390501319268,0.05255039577836415,0.8080153034300802,0.13942902374670194
2021-02-22,0.05557419892780685,0.169765829694323,0.07418231441048038,0.7778160480349331,0.14800927947598252
2021-02-23,0.048380290270709024,0.19545732600732593,0.05189606227106224,0.8011872710622713,0.14691712454212455
2021-02-24,0.054020214103725615,0.18039223946784938,0.05150609756097562,0.7920133037694014,0.15647671840354774
2021-02-25,0.0549245799865244,0.22507718073970706,0.04762247034193994,0.7780314026517798,0.17434612700628063
2021-02-26,0.05056842529071373,0.25527993288590595,0.04630000000000001,0.776579194630873,0.177121476510067
2021-02-27,0.05077209231477514,0.20605119617224887,0.051555023923444986,0.7870765550239234,0.16134449760765554
2021-02-28,0.048311657221708694,0.11376619718309847,0.0751455399061033,0.8083708920187788,0.11650704225352111
2021-03-01,0.049767420862646544,0.2787277777777778,0.040796296296296296,0.7825740740740743,0.17661111111111108
2021-03-02,0.0508181680703551,0.3344775510204082,0.017653061224489796,0.7691836734693878,0.21316326530612242
2021-03-03,0.050990035016424295,0.163676872246696,0.07025220264317181,0.7771442731277534,0.15259581497797356
2021-03-04,0.050246814118433986,0.2410595238095237,0.05106122448979594,0.7844302721088436,0.16451020408163275
2021-03-05,0.049620132934325774,0.07999428571428573,0.0487142857142857,0.7590285714285714,0.19222857142857142
2021-03-06,0.050740347133812286,0.2651666666666666,0.029191919191919196,0.8390909090909093,0.13174747474747475
2021-03-07,0.051228744217311196,0.2950020512820514,0.0262974358974359,0.8410974358974355,0.13260512820512826
2021-03-08,0.05572944128445725,0.1896860884749709,0.04250582072176951,0.822615832363213,0.13488998835855634
2021-03-09,0.058233231123794145,0.17871400454201394,0.04217486752460258,0.8327070401211187,0.125121120363361
2021-03-10,0.056459104797431464,0.19754178168130485,0.03994604767879548,0.8327716436637388,0.12729987452948552
2021-03-11,0.05574482225384387,0.1902031545741322,0.04646845425867511,0.8286529968454261,0.12487697160883285
2021-03-12,0.055614035644482064,0.23171380281690124,0.04292957746478871,0.8058957746478871,0.15117464788732396
2021-03-13,0.05663799980923181,0.15439907918968684,0.05139318600368323,0.8127550644567227,0.13585174953959495
2021-03-14,0.06075779958193551,0.19335100882723827,0.04405107187894077,0.8101046658259761,0.14584804539722565
2021-03-15,0.05736920447437418,0.20966252847380426,0.04513667425968108,0.8106309794988603,0.14423348519362175
2021-03-16,0.05757809267591025,0.23510548387096747,0.04113225806451612,0.8021419354838706,0.15671290322580644
2021-03-17,0.057950872946051786,0.20710656934306573,0.05039781021897811,0.8039799270072994,0.1456167883211679
2021-03-18,0.058198108450528335,0.21252366412213744,0.024312977099236643,0.855419847328244,0.12025954198473285
2021-03-19,0.05828142066900663,0.14724271356783925,0.04289447236180905,0.8567839195979897,0.10030150753768843
2021-03-20,0.0594602023687407,0.18535210084033607,0.03448319327731092,0.8521932773109245,0.11332773109243699
2021-03-21,0.058120735624036655,0.19534897959183678,0.0503061224489796,0.8191836734693875,0.13053061224489793
2021-03-22,0.057057591109535094,0.1502344444444445,0.056377777777777784,0.845472222222222,0.09813888888888889
2021-03-23,0.05481902175291702,0.14911176470588236,0.05171764705882353,0.8341294117647058,0.11413529411764703
2021-03-24,0.05446062507162,0.17746666666666666,0.038756410256410266,0.8413782051282055,0.11986538461538467
2021-03-25,0.051207907726852,0.182970652173913,0.05007608695652175,0.8447173913043475,0.10522826086956524
2021-03-26,0.05247267389787572,0.21143499999999998,0.044149999999999995,0.8396600000000002,0.11619000000000003
2021-03-27,0.05432942264216912,0.11417058823529407,0.0776323529411765,0.811330882352941,0.11103676470588238
2021-03-28,0.05471836549639936,0.15579731800766275,0.06734099616858241,0.8051417624521074,0.1275478927203065
2021-03-29,0.05476726738513878,0.2157661354581673,0.05917928286852589,0.7911992031872506,0.14961752988047805
2021-03-30,0.05492965323309445,0.14480924092409245,0.04363036303630364,0.842452145214521,0.1139306930693069
2021-03-31,0.053986921787665,0.2003169675090252,0.05312996389891696,0.7938953068592054,0.1529566787003611
2021-04-01,0.057936939503217245,0.1364087850467289,0.058467289719626066,0.8212535825545172,0.12028348909657333
2021-04-02,0.05899051750214782,0.1426361426256076,0.061730956239870356,0.8122366288492711,0.1260226904376014
2021-04-03,0.058431851863149926,0.13162982954545455,0.06876988636363636,0.7971676136363631,0.1340596590909091
2021-04-04,0.057290662742710385,0.22020315789473674,0.050803508771929816,0.8136491228070178,0.1355508771929824
2021-04-05,0.05810961994396474,0.17076632390745497,0.051668380462724935,0.8218637532133675,0.12646529562981995
2021-04-06,0.06067193634529818,0.1808060645161289,0.04788774193548387,0.8129883870967738,0.13912903225806447
2021-04-07,0.061329176290170206,0.19456584022038576,0.04697153351698809,0.8068549127640038,0.14617355371900823
2021-04-08,0.06075901125553841,0.21665159705159684,0.044579852579852565,0.7988108108108112,0.15660687960687963
2021-04-09,0.06165394404652801,0.24045770234986932,0.04399738903394255,0.8161697127937337,0.1398172323759791
2021-04-10,0.06281084465932081,0.3162808219178081,0.03019178082191781,0.8122465753424659,0.15758904109589045
2021-04-11,0.0704331273374375,0.18281256931608106,0.03820332717190389,0.8416931608133081,0.120101663585952
2021-04-12,0.07170519608736363,0.19821407035175875,0.03339195979899497,0.8386633165829143,0.1279346733668342
2021-04-13,0.07978367645160651,0.18255877551020402,0.03713469387755102,0.8537591836734697,0.10911020408163266
2021-04-14,0.12240577996373846,0.1753748144977168,0.044883989726027335,0.8146897831050225,0.14043122146118753
2021-04-15,0.14044032424498554,0.14938177933509927,0.04522425433723617,0.8250035894367989,0.12977078882146847
2021-04-16,0.3019517138560777,0.11753134287134993,0.0547767957428784,0.8224420814229741,0.1227810860078443
2021-04-17,0.30559445480767694,0.1281751050005368,0.060405391822522074,0.8143864737767958,0.12520982158882932
2021-04-18,0.2986976739184892,0.15333384513086945,0.05310203711539631,0.814684821374601,0.13221132805416191
2021-04-19,0.3701264903450601,0.13734589643121614,0.051370009530869516,0.8219203289914977,0.12671086166119633
2021-04-20,0.376019093765918,0.12322264796363806,0.06353737545341857,0.8068214105330995,0.1296407548555962
2021-04-21,0.31673101157307815,0.14363598042214668,0.06314077699602323,0.8013974304068497,0.1354602018966046
2021-04-22,0.2827564663917957,0.1293790705966238,0.06902317565961519,0.7966531970525318,0.13432386498692625
2021-04-23,0.2280909249238478,0.13335847880299168,0.07191134007087559,0.7886412915080738,0.13944815592597454
